InternationalMaritimeOrganizationNumber,VesselTypeName,VesselStatusName,DeadWeightTonnage,Speed,ManagementcompanyCode,ManagementCompany
9288095,Crude Oil Tanker,In Trading Fleet,298972,15.33,5255071,Associated Maritime Co (Hong Kong) Ltd (AMCL)
9288162,Asphalt/Bitumen Tanker,In Trading Fleet,4318,13,9991001,Unknown
9288277,Products Tanker,In Trading Fleet,45888,14.6,5640351,Branch of Petrovietnam Transportation Corp (PVTrans Ships Management (PSM))
9288289,Products Tanker,In Trading Fleet,45913,14.6,1834165,Executive Ship Management Pte Ltd
9288291,Bulk Carrier,In Trading Fleet,32583,13.2,522961,Anglo-Eastern Ship Management Ltd
9288332,Bulk Carrier,In Trading Fleet,55426,13.9,6167395,Thenamaris Conbulk Inc
9288356,Crude/Oil Products Tanker,In Trading Fleet,70681,14.9,23334,Enterprises Shipping & Trading SA
9288368,Products Tanker,In Trading Fleet,47278,15.3,1601573,Fleet Management Ltd
9288394,Container Ship (Fully Cellular),In Trading Fleet,67009,24.75,5122042,Northstar Ship Management Ltd
9288409,Container Ship (Fully Cellular),In Trading Fleet,67009,24.75,5808451,Maersk A/S
9288459,Bulk Carrier,In Trading Fleet,76454,14,5406854,Titan Maritime Ltd
9288461,Bulk Carrier,In Trading Fleet,76498,13.9,1272312,Anbros Maritime SA
9288473,Bulk Carrier,In Trading Fleet,76508,13.9,1315070,Target Marine SA
9288485,Bulk Carrier,In Trading Fleet,52409,14.33,6059869,Shanghai Xin Hai Shipping Co Ltd
9288497,Bulk Carrier,In Trading Fleet,52392,14.33,5507517,Synergy Marine Pte Ltd
9288514,Bulk Carrier,In Trading Fleet,76801,14.5,5177491,COSCO Wallem Ship Management Co Ltd
9288526,Bulk Carrier,In Trading Fleet,76801,14.16,1874611,Modion Maritime Management SA
9288538,Bulk Carrier,In Trading Fleet,76801,14.5,5177491,COSCO Wallem Ship Management Co Ltd
9288540,Bulk Carrier,In Trading Fleet,29870,14.3,1785483,Clio Navigation Corp
9288564,Chemical/Products Tanker,In Trading Fleet,6545,13.5,6161966,Vidapore Ship Management (Shanghai) Ltd
9288576,Chemical/Products Tanker,In Trading Fleet,19772,14.5,1677771,Anglo-Eastern Shipmanagement (Singapore) Pte Ltd
9288681,Products Tanker,In Trading Fleet,71810,14.5,1224793,Western Shipping Pte Ltd
9288693,Crude Oil Tanker,In Trading Fleet,111013,15,4117526,Delta Tankers Ltd
9288708,Crude Oil Tanker,In Trading Fleet,111006,15,4117526,Delta Tankers Ltd
9288710,Crude Oil Tanker,In Trading Fleet,111009,15,4117526,Delta Tankers Ltd
9288722,Crude Oil Tanker,In Trading Fleet,111004,15,4117526,Delta Tankers Ltd
9288758,Chemical/Products Tanker,In Trading Fleet,46803,14.65,9991001,Unknown
9288760,Chemical/Products Tanker,In Trading Fleet,46803,14.65,1185781,Thome Ship Management Pte Ltd
9288772,Chemical/Products Tanker,In Trading Fleet,37432,15,5544359,Tsakos Columbia Shipmanagement ('TCM') SA
9288825,Chemical/Products Tanker,In Trading Fleet,47210,15.71,1185781,Thome Ship Management Pte Ltd
9288849,Crude/Oil Products Tanker,In Trading Fleet,47210,15.15,1185781,Thome Ship Management Pte Ltd
9288863,Crude Oil Tanker,In Trading Fleet,115639,15,33503,Thenamaris (Ships Management) Inc
9288916,Chemical/Products Tanker,In Trading Fleet,40354,14.5,5544359,Tsakos Columbia Shipmanagement ('TCM') SA
9288930,Chemical/Products Tanker,In Trading Fleet,37178,14.5,5003176,Salmar Shipping Ltd
9288980,Products Tanker,In Trading Fleet,5600,14,1804807,Navigator LLC
9289001,Products Tanker,In Trading Fleet,5600,10,1804807,Navigator LLC
9289013,Bulk Carrier,In Trading Fleet,53565,14.77,1601573,Fleet Management Ltd
9289051,Container Ship (Fully Cellular),In Trading Fleet,23679,19.5,6127973,Dalian Zhida Ship Management Co Ltd
9289087,Container Ship (Fully Cellular),In Trading Fleet,104904,25.4,1535947,MSC Shipmanagement Ltd
9289116,Container Ship (Fully Cellular),In Trading Fleet,104849,25.4,750415,Mediterranean Shipping Co Srl
9289128,Container Ship (Fully Cellular),In Trading Fleet,105007,25.2,750415,Mediterranean Shipping Co Srl
9289192,Container Ship (Fully Cellular),In Trading Fleet,28897,21.5,1135952,Maersk Line Ltd
9289207,Container Ship (Fully Cellular),In Trading Fleet,28844,20.8,1135952,Maersk Line Ltd
9289489,Crude Oil Tanker,In Trading Fleet,106029,15.08,9991001,Unknown
9289491,Crude Oil Tanker,In Trading Fleet,320821,15.55,1509526,Maran Tankers Management Inc
9289506,Chemical/Products Tanker,In Trading Fleet,46319,14.5,43218,The Great Eastern Shipping Co Ltd (G E Shipping)
9289520,Chemical/Products Tanker,In Trading Fleet,53106,15,5544359,Tsakos Columbia Shipmanagement ('TCM') SA
9289544,Container Ship (Fully Cellular),In Trading Fleet,66939,24.5,6005008,Multi Maritime SA
9289556,Container Ship (Fully Cellular),In Trading Fleet,66633,23.5,5837024,Universal Shipping Alliance Ltd
9289726,Crude Oil Tanker,In Trading Fleet,319180,15.5,81371,Neda Maritime Agency Co Ltd
9289740,Chemical/Products Tanker,In Trading Fleet,46992,14.15,6141155,Lightship Management Ltd
9289752,Products Tanker,In Trading Fleet,73788,15.9,5708121,Prime Tanker Management Inc
9289764,Chemical/Products Tanker,In Trading Fleet,46108,13.58,5287602,Synergy Maritime Pvt Ltd
9289788,Chemical/Products Tanker,In Trading Fleet,46101,14.9,5287602,Synergy Maritime Pvt Ltd
9289867,General Cargo Ship,In Trading Fleet,6927,13.1,5936754,Oceangrowing Shipping Ltd
9289910,Vehicles Carrier,In Trading Fleet,12249,19.56,34961,Zodiac Maritime Ltd
9289934,Container Ship (Fully Cellular),In Trading Fleet,102861,24.5,522961,Anglo-Eastern Ship Management Ltd
9289960,Container Ship (Fully Cellular),In Trading Fleet,68168,22.75,522961,Anglo-Eastern Ship Management Ltd
9289972,Container Ship (Fully Cellular),In Trading Fleet,68017,22.75,522961,Anglo-Eastern Ship Management Ltd
9290048,General Cargo Ship,In Trading Fleet,10385,14.5,5608055,Coral Shipmanagement GmbH & Co KG
9290098,Container Ship (Fully Cellular),In Trading Fleet,50869,24.39,5001170,Seaspan Ship Management Ltd
9290103,Container Ship (Fully Cellular),In Trading Fleet,50869,24.39,5001170,Seaspan Ship Management Ltd
9290139,Container Ship (Fully Cellular),In Trading Fleet,50748,24.39,5001170,Seaspan Ship Management Ltd
9290153,Bulk Carrier,In Trading Fleet,75411,14.05,1623039,Efnav Co Ltd
9290165,Container Ship (Fully Cellular),In Trading Fleet,22506,20,30163,Peter Doehle Schiffahrts-KG
9290218,Cement Carrier,In Trading Fleet,9800,13.3,1909263,PT Pelayaran Andalas Bahtera Baruna
9290232,Bulk Carrier,In Trading Fleet,52384,14.33,73129,Gourdomichalis Maritime SA
9290244,Bulk Carrier,In Trading Fleet,52504,14.33,6200200,Sheng Wen Shipping Management Ltd
9290270,LPG Tanker,In Trading Fleet,53208,17.3,5736738,PG Shipmanagement Pte Ltd
9290282,Container Ship (Fully Cellular),In Trading Fleet,101874,25.4,750415,Mediterranean Shipping Co Srl
9290309,Crude Oil Tanker,In Trading Fleet,109919,14.11,33503,Thenamaris (Ships Management) Inc
9290359,Crude Oil Tanker,In Trading Fleet,152622,13.5,1366389,Gungen Denizcilik ve Ticaret A/S (Gungen Maritime & Trading A/S)
9290373,Crude Oil Tanker,In Trading Fleet,163750,14.5,1652600,Besiktas Likid Tasimacilik Denizcilik Ticaret AS
9290385,Crude Oil Tanker,In Trading Fleet,159062,15.2,1252133,Eurotankers Inc
9290426,Container Ship (Fully Cellular),In Trading Fleet,67273,25,5986481,Santa Maria Investments SA
9290440,Container Ship (Fully Cellular),In Trading Fleet,66478,25,220183,Herm Dauelsberg GmbH & Co KG
9290452,Container Ship (Fully Cellular),In Trading Fleet,66501,24,5809141,Asian-Alliance Ship Management Pte Ltd
9290464,Container Ship (Fully Cellular),In Trading Fleet,93541,25.5,4115119,Fleet Ship Management Pte Ltd
9290476,Container Ship (Fully Cellular),In Trading Fleet,93545,25.5,1425464,V Ships Greece Ltd
9290490,Products Tanker,In Trading Fleet,37384,14.45,1984303,PT Waruna Nusa Sentana
9290505,Chemical/Products Tanker,In Trading Fleet,37371,14.5,5544359,Tsakos Columbia Shipmanagement ('TCM') SA
9290531,Container Ship (Fully Cellular),In Trading Fleet,117063,25.2,750415,Mediterranean Shipping Co Srl
9290543,Container Ship (Fully Cellular),In Trading Fleet,117095,25.2,750415,Mediterranean Shipping Co Srl
9290579,Chemical/Products Tanker,In Trading Fleet,46187,15.23,310062,TORM A/S
9290593,Bulk Carrier,In Trading Fleet,176274,14.8,5485097,C Transport Maritime SAM (CTM SAM)
9290658,Chemical/Products Tanker,In Trading Fleet,46920,14.31,310062,TORM A/S
9290672,General Cargo Ship,In Trading Fleet,4516,12,5514301,Hansa Ship Management OU
9290696,Bulk Carrier,In Trading Fleet,77834,14.16,6188379,Shanghai Sinosailing International Ship Management Co Ltd
9290787,Container Ship (Fully Cellular),In Trading Fleet,68228,25.6,30163,Peter Doehle Schiffahrts-KG
9290816,Container Ship (Fully Cellular),In Trading Fleet,52683,24.3,5365996,Anglo-Eastern (Germany) GmbH
9290830,Products Tanker,In Trading Fleet,37270,12,1631127,International Andromeda Shipping SAM
9290854,Bulk Carrier,In Trading Fleet,55715,14.69,5552963,Brave Royal Ship Management (BD) Ltd
9290866,Bulk Carrier,In Trading Fleet,55718,14.4,5088093,Manta Denizcilik Nakliyat ve Ticaret Ltd Sti
9290892,Bulk Carrier,In Trading Fleet,55955,14.55,5105614,Pacific Basin Shipping (HK) Ltd
9290957,Products Tanker,In Trading Fleet,72718,15.2,310062,TORM A/S
9290983,Bulk Carrier,In Trading Fleet,53552,15,105006,Vietnam Ocean Shipping JSC (VOSCO) (Cong Ty Co Phan Van Tai Bien Viet Nam)
9291028,Chemical/Products Tanker,In Trading Fleet,15472,12.5,9991001,Unknown
9291054,Container Ship (Fully Cellular),In Trading Fleet,4662,12,5193221,Leadbetter Sdn Bhd
9291078,Bulk Carrier,In Trading Fleet,56050,14.65,9991001,Unknown
9291080,Bulk Carrier,In Trading Fleet,56060,14.4,5513484,Akij Shipping Line Ltd
9291107,Bulk Carrier,In Trading Fleet,75698,14.5,313402,PT Pelayaran Bahtera Adhiguna
9291119,Bulk Carrier,In Trading Fleet,75804,14.5,5936683,Hong Kong Haichang Holdings Group Ltd
9291133,Vehicles Carrier,In Trading Fleet,21447,20,1968365,NYK Shipmanagement Pte Ltd
9291171,Asphalt/Bitumen Tanker,In Trading Fleet,6063,13.5,5653232,May Maritime Services Sdn Bhd
9291212,Bulk Carrier,In Trading Fleet,28449,14.34,5105614,Pacific Basin Shipping (HK) Ltd
9291315,Chemical/Products Tanker,In Trading Fleet,8895,13.4,9991001,Unknown
9291339,Container Ship (Fully Cellular),In Trading Fleet,11229,18,530974,Kotoku Kaiun Co Ltd (Kotoku Kaiun KK)
9291377,Bulk Carrier,In Trading Fleet,55707,14.5,40916,Essar Shipping Ltd
9291391,Bulk Carrier,In Trading Fleet,55695,13.5,1125205,Thoresen & Co (Bangkok) Ltd
9291432,Bulk Carrier,In Trading Fleet,76759,14.5,542257,E Nomikos Corp
9291444,Chemical/Products Tanker,In Trading Fleet,8817,13.5,5097689,Sun Technomarine Co Ltd
9291456,Chemical/Products Tanker,In Trading Fleet,20704,14.78,1314037,MTM Ship Management Pte Ltd
9291468,Chemical/Products Tanker,In Trading Fleet,8738,13.5,5549522,Raffles Technical Services Pte Ltd
9291573,Chemical/Products Tanker,In Trading Fleet,5136,13,5925485,Borealis Denizcilik AS
9291585,Chemical/Products Tanker,In Trading Fleet,5846,13,5256959,CSM Denizcilik Ltd Sti (Chemfleet)
9291597,Chemical/Products Tanker,In Trading Fleet,15995,14,5256959,CSM Denizcilik Ltd Sti (Chemfleet)
9291638,Chemical/Products Tanker,In Trading Fleet,9999,10,9991001,Unknown
9291640,Chemical/Products Tanker,In Trading Fleet,53039,15,5544359,Tsakos Columbia Shipmanagement ('TCM') SA
9291705,General Cargo Ship,In Trading Fleet,4933,9.5,5347531,Ulvan Personal AS
9291717,General Cargo Ship,In Trading Fleet,4933,11.5,1168545,Wilson Ship Management AS
9291729,General Cargo Ship,In Trading Fleet,4993,10,5347531,Ulvan Personal AS
9291731,General Cargo Ship,In Trading Fleet,4933,9.5,36202,Arklow Shipping Unlimited Co (Arklow Shipping ULC)
9291781,Bulk Carrier,In Trading Fleet,76310,14,595593,Tolani Shipping Co Ltd
9291937,Bulk Carrier,In Trading Fleet,2859,11.6,6148020,Yantai Qingshun Shipping Co Ltd
9291987,General Cargo Ship,In Trading Fleet,35200,15,5280035,Glory Ships Co Ltd
9292151,Container Ship (Fully Cellular),In Trading Fleet,67679,23.85,1898811,Columbia Shipmanagement (Deutschland) GmbH
9292163,Crude Oil Tanker,In Trading Fleet,305442,15.05,1185781,Thome Ship Management Pte Ltd
9292187,Crude Oil Tanker,In Trading Fleet,318669,16.03,33503,Thenamaris (Ships Management) Inc
9292204,Crude Oil Tanker,In Trading Fleet,105926,14,5897756,SCF Management Services (Dubai) Ltd
9292230,Container Ship (Fully Cellular),In Trading Fleet,65002,22.9,4115119,Fleet Ship Management Pte Ltd
9292280,Chemical/Products Tanker,In Trading Fleet,40157,15,651192,Dalmare SpA
9292383,Bulk Carrier,In Trading Fleet,57187,14,9991001,Unknown
9292395,Bulk Carrier,In Trading Fleet,57133,14,5926452,COSCO Shipping Bulk Co Ltd
9292436,Container Ship (Fully Cellular),In Trading Fleet,17266,18.3,5797164,Wilhelmsen Ahrenkiel Ship Management GmbH & Co KG
9292450,Container Ship (Fully Cellular),In Trading Fleet,17281,18.3,5797164,Wilhelmsen Ahrenkiel Ship Management GmbH & Co KG
9292486,Crude Oil Tanker,In Trading Fleet,306999,13,534402,Springfield Shipping Co Panama SA
9292503,Crude Oil Tanker,In Trading Fleet,115515,15.05,5689567,Teekay Marine (Singapore) Pte Ltd
9292515,Crude Oil Tanker,In Trading Fleet,115525,15.05,5689567,Teekay Marine (Singapore) Pte Ltd
9292541,Bulk Carrier,In Trading Fleet,57605,14,9991001,Unknown
9292553,Bulk Carrier,In Trading Fleet,57599,14,5684623,China Shipping Bulk Carrier Co Ltd
9292565,Bulk Carrier,In Trading Fleet,174096,14.42,5460151,Chartworld Maritime Management Corp
9292577,Crude/Oil Products Tanker,In Trading Fleet,50375,15,5892812,Avin International Ltd
9292761,LPG Tanker,In Trading Fleet,29328,16.5,3008137,Exmar Shipmanagement BV
9292826,Crude/Oil Products Tanker,In Trading Fleet,49000,14.4,1708734,Mideast Ship Management Ltd (JLT)
9292967,Chemical/Products Tanker,In Trading Fleet,53021,15,1418224,International Tanker Management Ltd (ITM)
9292981,Crude Oil Tanker,In Trading Fleet,105274,15,5034289,Eaglestar Shipmanagement (S) Pte Ltd
9293167,Container Ship (Fully Cellular),In Trading Fleet,64519,23.5,1535947,MSC Shipmanagement Ltd
9293179,Container Ship (Fully Cellular),In Trading Fleet,64513,23.5,1535947,MSC Shipmanagement Ltd
9293210,Products Tanker,In Trading Fleet,37269,14.5,5514496,Naviera Transoceanica SA
9293337,Products Tanker,In Trading Fleet,30565,14.5,343225,Empresa Naviera Elcano SA (ENE)
9293466,Container Ship (Fully Cellular),In Trading Fleet,65006,22.9,5973429,Lunar Shipping Co Ltd
9293478,Chemical/Products Tanker,In Trading Fleet,3500,13.8,5019901,Unibaltic Sp z oo
9293557,Container Ship (Fully Cellular),In Trading Fleet,12645,17.3,5559581,SITC Shipping Management (Shanghai) Co Ltd
9293571,Vehicles Carrier,In Trading Fleet,18947,20,9991001,Unknown
9293600,LPG Tanker,In Trading Fleet,3857,13.5,1598940,Seamanship Co Ltd
9293612,Vehicles Carrier,In Trading Fleet,21965,16,1204098,Wilhelmsen Ship Management (Norway) AS
9293624,Vehicles Carrier,In Trading Fleet,21965,18.7,1204098,Wilhelmsen Ship Management (Norway) AS
9293662,Vehicles Carrier,In Trading Fleet,19093,18,5261954,MOL Ship Management (Singapore) Pte Ltd
9293674,Bulk Carrier,In Trading Fleet,53589,14.7,1250980,Vulcanus Technical Maritime Enterprises SA
9293739,Bulk Carrier,In Trading Fleet,177346,14.5,5485097,C Transport Maritime SAM (CTM SAM)
9293777,Container Ship (Fully Cellular),In Trading Fleet,100887,25.2,4115119,Fleet Ship Management Pte Ltd
9293789,Container Ship (Fully Cellular),In Trading Fleet,100936,25.2,5849027,CPO Containerschiffreederei GmbH & Co KG
9293820,Container Ship (Fully Cellular),In Trading Fleet,100882,25.2,5849027,CPO Containerschiffreederei GmbH & Co KG
9293832,LNG Tanker,In Trading Fleet,83482,19,5973018,Eaglestar Shipmanagement (L) Pte Ltd
9293844,LNG Tanker,In Trading Fleet,83400,19,5973018,Eaglestar Shipmanagement (L) Pte Ltd
9293894,Vehicles Carrier,In Trading Fleet,17713,20.7,9991001,Unknown
9293985,Chemical/Products Tanker,In Trading Fleet,40158,15,5514496,Naviera Transoceanica SA
9294109,Bulk Carrier,In Trading Fleet,74288.4,13.64,5567784,TMS Bulkers Ltd
9294123,Chemical/Products Tanker,In Trading Fleet,39999,12.5,1796721,Sea World Management SAM
9294159,Container Ship (Fully Cellular),In Trading Fleet,39383,20.8,1605338,Technomar Shipping Inc
9294185,Container Ship (Fully Cellular),In Trading Fleet,39418,22,6096697,Tsakos Conbulk Services (TCB) Ltd
9294214,Bulk Carrier,In Trading Fleet,52050,14.7,1236681,Goldbeam International Ltd
9294290,Crude Oil Tanker,In Trading Fleet,306352,14,1627694,MOL Tankship Management Pte Ltd
9294329,Crude Oil Tanker,In Trading Fleet,311389,15.2,1627694,MOL Tankship Management Pte Ltd
9294343,Vehicles Carrier,In Trading Fleet,15413,20,255909,'K' Line RoRo Bulk Ship Management Co Ltd
9294458,General Cargo Ship,In Trading Fleet,5454,10.5,555540,Azerbaijan Caspian Shipping CJSC (ASCO)
9294460,General Cargo Ship,In Trading Fleet,5499,10.5,5966550,Caspdry Gemi Isletmeciligi AS
9294472,Bulk Carrier,In Trading Fleet,76801,14.5,5785878,Niriis Shipping SA
9294501,Bulk Carrier,In Trading Fleet,76704,14.5,1644321,Eurobulk Ltd
9294549,Container Ship (Fully Cellular),In Trading Fleet,34704,22.1,5797164,Wilhelmsen Ahrenkiel Ship Management GmbH & Co KG
9294563,Crude Oil Tanker,In Trading Fleet,303430,16,1983906,Bernhard Schulte Shipmanagement (Singapore) Pte Ltd
9294757,General Cargo Ship,In Trading Fleet,6723,13,6086007,Fonway Shipping Pte Ltd
9294769,General Cargo Ship,In Trading Fleet,6500,12.88,5442432,Intergis Co Ltd
9294795,Chemical/Products Tanker,In Trading Fleet,14298,12.5,5479491,Truong Phat Loc Shipping Trading JSC (TPL Shipping JSC) (Cong Ty Co Phan Thuong Mai Van Tai Bien Truong Phat Loc)
9294800,Container Ship (Fully Cellular),In Trading Fleet,68615,26.5,415893,Yang Ming Marine Transport Corp
9294824,Container Ship (Fully Cellular),In Trading Fleet,52683,24.25,103971,Splosna Plovba doo (Splosna Plovba International Shipping & Chartering Ltd)
9294848,Container Ship (Fully Cellular),In Trading Fleet,52249,24,1898909,Columbia Shipmanagement (Singapore) Pte Ltd
9294886,Container Ship (Fully Cellular),In Trading Fleet,52146,24,1520088,Wan Hai Lines Ltd
9294953,General Cargo Ship,In Trading Fleet,10584,14.8,6232616,Movers Denizcilik Ticaret AS
9294965,General Cargo Ship,In Trading Fleet,10508,14.8,6232616,Movers Denizcilik Ticaret AS
9294989,Container Ship (Fully Cellular),In Trading Fleet,108180,25,4026021,V Ships (Hamburg) GmbH & Co KG
9295024,Crude Oil Tanker,In Trading Fleet,297439,15,5912498,COSCO Shipping Energy Transportation Co Ltd
9295074,Products Tanker,In Trading Fleet,74090,14.7,1578540,Nanjing Tanker Corp
9295086,Products Tanker,In Trading Fleet,72660,15.21,310062,TORM A/S
9295098,Products Tanker,In Trading Fleet,72714,15.36,9991001,Unknown
9295127,Bulk Carrier,In Trading Fleet,73902,14.4,631451,Angelakos (Hellas) SA
9295153,Bulk Carrier,In Trading Fleet,33557,14.1,5105614,Pacific Basin Shipping (HK) Ltd
9295165,Container Ship (Fully Cellular),In Trading Fleet,67601,23.85,1535947,MSC Shipmanagement Ltd
9295189,Bulk Carrier,In Trading Fleet,74288.4,13.64,9991001,Unknown
9295206,Container Ship (Fully Cellular),In Trading Fleet,55490,24,5883403,Sima Marine India Pvt Ltd
9295220,Container Ship (Fully Cellular),In Trading Fleet,93558,25.5,1112323,APL Maritime Ltd
9295244,Container Ship (Fully Cellular),In Trading Fleet,103800,25.21,217944,Hapag-Lloyd AG
9295282,Chemical/Products Tanker,In Trading Fleet,45958,14.5,1708734,Mideast Ship Management Ltd (JLT)
9295347,Chemical/Products Tanker,In Trading Fleet,37343,14.5,98122,Genel Denizcilik Nakliyati AS (GEDEN LINES)
9295361,Container Ship (Fully Cellular),In Trading Fleet,71949,25,5849027,CPO Containerschiffreederei GmbH & Co KG
9295397,Container Ship (Fully Cellular),In Trading Fleet,72037,26.1,1535947,MSC Shipmanagement Ltd
9295531,Container Ship (Fully Cellular),In Trading Fleet,12193,18,1038263,Norbulk Shipping UK Ltd
9295579,Bulk Carrier,In Trading Fleet,32347,14,5567926,Dockendale Ship Management DMC Co
9295608,Bulk Carrier,In Trading Fleet,177173,14.5,5485097,C Transport Maritime SAM (CTM SAM)
9295842,Vehicles Carrier,In Trading Fleet,27176,20.5,6071296,Hoegh Autoliners Management AS
9295933,Tug,In Trading Fleet,182,12,9991001,Unknown
9295969,Container Ship (Fully Cellular),In Trading Fleet,52683,24.25,1605338,Technomar Shipping Inc
9296054,Products Tanker,In Trading Fleet,1388,11.5,9991001,Unknown
9296236,Bulk Carrier,In Trading Fleet,75734,14.5,5807541,Astra Shipmanagement Inc
9296274,Bulk Carrier,In Trading Fleet,33733,13.04,1303151,Great Circle Shipping Agency Ltd
9296286,Container Ship (Fully Cellular),In Trading Fleet,13212,17.1,29554,Pacific International Lines (Pte) Ltd
9296303,Bulk Carrier,In Trading Fleet,33720,13.07,1303151,Great Circle Shipping Agency Ltd
9296315,Bulk Carrier,In Trading Fleet,28653,14.1,1871152,British Bulkers Inc
9296327,Bulk Carrier,In Trading Fleet,28671,14,5791991,Prelude Marine SA
9296339,Container Ship (Fully Cellular),In Trading Fleet,13017,17.1,29554,Pacific International Lines (Pte) Ltd
9296406,Crude Oil Tanker,In Trading Fleet,146270,15.4,4085272,Jackson International Ltd
9296468,Container Ship (Fully Cellular),In Trading Fleet,6913,15.5,530974,Kotoku Kaiun Co Ltd (Kotoku Kaiun KK)
9296585,Products Tanker,In Trading Fleet,45896,14.5,1834165,Executive Ship Management Pte Ltd
9296602,Wood Chips Carrier,In Trading Fleet,50471,13.8,1015045,Pegasus Maritime Co Ltd
9296626,Bulk Carrier,In Trading Fleet,82214,13.85,5873999,Safe Bulkers Management Ltd
9296676,Cement Carrier,In Trading Fleet,1720,0,9991001,Unknown
9296779,Bulk Carrier,In Trading Fleet,52307,14.5,9991001,Unknown
9296846,Bulk Carrier,In Trading Fleet,87144,14.17,703421,Navitas Compania Maritima SA
9296884,Chemical/Products Tanker,In Trading Fleet,19806,14.8,1739467,STX Marine Service Co Ltd
9296987,Container Ship (Fully Cellular),In Trading Fleet,8508,17.9,555567,Far-Eastern Shipping Company Plc (FESCO) (Dalnevostochnoye Morskoye Parokhodstvo)
9296999,Container Ship (Fully Cellular),In Trading Fleet,8505,17.9,555567,Far-Eastern Shipping Company Plc (FESCO) (Dalnevostochnoye Morskoye Parokhodstvo)
9297101,Chemical/Products Tanker,In Trading Fleet,4531,14,5213551,Tarbit Tankers Services BV
9297113,General Cargo Ship,In Trading Fleet,3756,10.5,9991001,Unknown
9297125,General Cargo Ship,In Trading Fleet,3737,10.5,9991001,Unknown
9297149,Chemical/Products Tanker,In Trading Fleet,3471,13.5,9991001,Unknown
9297163,Chemical/Products Tanker,In Trading Fleet,4250,13.5,1915562,Distribuidora Maritima Petrogas SLU
9297204,Chemical/Products Tanker,In Trading Fleet,7108,14.5,3018836,Marin Ship Management
9297228,Chemical/Products Tanker,In Trading Fleet,3450,13,778064,Columbia Shipmanagement Ltd
9297280,Chemical/Products Tanker,In Trading Fleet,3449,12.3,5370152,Woolim Marine Co Ltd
9297307,Chemical/Products Tanker,In Trading Fleet,3436,12.7,1287460,Hyodong Shipping Co Ltd
9297319,Crude Oil Tanker,In Trading Fleet,308829,15.05,1252195,Eastern Mediterranean Maritime Ltd (EASTMED)
9297333,Crude Oil Tanker,In Trading Fleet,103232,15,1774869,Minerva Marine Inc
9297357,Crude Oil Tanker,In Trading Fleet,113553,14.6,1834165,Executive Ship Management Pte Ltd
9297369,Crude Oil Tanker,In Trading Fleet,113553,14.6,1834165,Executive Ship Management Pte Ltd
9297412,Products Tanker,In Trading Fleet,74999,15.62,5140106,Gulf Energy Maritime (GEM) PJSC
9297448,Crude Oil Tanker,In Trading Fleet,71049,15.9,1578540,Nanjing Tanker Corp
9297515,Crude Oil Tanker,In Trading Fleet,159089,15.2,5161328,Hellespont Ship Management GmbH & Co KG
9297541,Crude Oil Tanker,In Trading Fleet,108386,15,5537927,TMS Tankers Ltd
9297553,Crude Oil Tanker,In Trading Fleet,108402,15.4,5537927,TMS Tankers Ltd
9297577,Container Ship (Fully Cellular),In Trading Fleet,17264,18.3,4068111,Arkas Denizcilik ve Nakliyat AS (Arkas Shipping & Transport AS)
9297589,Container Ship (Fully Cellular),In Trading Fleet,13711,18.5,5385561,DT-Bereederungs GmbH & Co KG
9297591,Container Ship (Fully Cellular),In Trading Fleet,11287,15,5090029,Rambow Bereederungs GmbH & Co KG (Reederei Rambow)
9297606,Container Ship (Fully Cellular),In Trading Fleet,11403,15.1,30163,Peter Doehle Schiffahrts-KG
9297709,Chemical/Products Tanker,In Trading Fleet,2949,12.8,1592194,PT Samudera Indonesia Ship Management (PT SISM)
9297711,Chemical/Products Tanker,In Trading Fleet,8747,14,5652407,Eastern Tanker Co Ltd
9297723,Products Tanker,In Trading Fleet,7950,10.9,555540,Azerbaijan Caspian Shipping CJSC (ASCO)
9297802,Rail Vehicles Carrier,In Trading Fleet,5991,14,555540,Azerbaijan Caspian Shipping CJSC (ASCO)
9297814,Rail Vehicles Carrier,In Trading Fleet,5985,14,555540,Azerbaijan Caspian Shipping CJSC (ASCO)
9297852,Container Ship (Fully Cellular),In Trading Fleet,52828,24,5448785,Schiffahrtsgesellschaft Oltmann mbH & Co KG
9297876,Container Ship (Fully Cellular),In Trading Fleet,66799,25.5,1535947,MSC Shipmanagement Ltd
9297917,Bulk Carrier,In Trading Fleet,2859,11.7,1864531,Yantai Golden Ocean Shipping Co Ltd
9298129,General Cargo Ship,In Trading Fleet,2637,11,6138108,Glory Denizcilik ve Gemi Isletmeciligi Ltd Sti
9298193,Products Tanker,In Trading Fleet,32302,15.1,1770557,German Tanker Shipping GmbH & Co KG
9298272,Crude/Oil Products Tanker,In Trading Fleet,73901,14.4,192468,Chemikalien Seetransport GmbH
9298284,Crude/Oil Products Tanker,In Trading Fleet,73965,14.4,192468,Chemikalien Seetransport GmbH
9298301,Crude/Oil Products Tanker,In Trading Fleet,73897,14.4,192468,Chemikalien Seetransport GmbH
9298313,Crude/Oil Products Tanker,In Trading Fleet,73869,14,192468,Chemikalien Seetransport GmbH
9298325,Crude/Oil Products Tanker,In Trading Fleet,73869,14,192468,Chemikalien Seetransport GmbH
9298349,Products Tanker,In Trading Fleet,3442,12.7,2078213,Jebsen PTC Inc
9298375,Chemical/Products Tanker,In Trading Fleet,20635,15.5,5978314,Clearwater Ship Management BV
